Concept,type,preferred label (cs),alternative label (cs),notation,is in scheme,has exact match,has narrower,is top concept in scheme,has broader
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,http://www.w3.org/2004/02/skos/core#Concept,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,01,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,http://www.w3.org/2004/02/skos/core#Concept,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,02,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,http://www.w3.org/2004/02/skos/core#Concept,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,03,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,01,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,02,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,03,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,http://www.w3.org/2004/02/skos/core#Concept,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,01,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,http://www.w3.org/2004/02/skos/core#Concept,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,02,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,http://www.w3.org/2004/02/skos/core#Concept,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,03,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,01,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,02,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/A,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Zemědělství, lesnictví, rybářství","Zemědělství, lesnictví, rybářství",A,nace-cz,A,03,nace-cz,
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,011,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,012,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,013,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,014,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,015,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,016,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,017,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,011,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,012,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,013,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,014,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,015,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,016,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,017,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,011,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,012,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,013,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,014,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,015,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,016,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,http://www.w3.org/2004/02/skos/core#Concept,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,017,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,011,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,012,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,013,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,014,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,015,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,016,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Rostlinná a živočišná výroba, myslivost a související činnosti","Rostlinná a živočišná výroba, myslivost a souvis. činnosti",01,nace-cz,01,017,,A
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0111,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0112,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0113,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0114,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0115,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0116,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0119,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0111,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0112,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0113,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0114,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0115,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0116,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0119,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0111,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0112,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0113,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0114,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0115,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0116,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,http://www.w3.org/2004/02/skos/core#Concept,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0119,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0111,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0112,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0113,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0114,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0115,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0116,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/011,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování plodin jiných než trvalých,Pěstování plodin jiných než trvalých,011,nace-cz,011,0119,,01
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0111,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",0111,nace-cz,0111,01110,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0111,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",0111,nace-cz,0111,01110,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0111,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",0111,nace-cz,0111,01110,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0111,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",0111,nace-cz,0111,01110,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01110,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",01110,nace-cz,,,,0111
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01110,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",01110,nace-cz,,,,0111
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01110,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",01110,nace-cz,,,,0111
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01110,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen","Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen",01110,nace-cz,,,,0111
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0112,http://www.w3.org/2004/02/skos/core#Concept,Pěstování rýže,Pěstování rýže,0112,nace-cz,0112,01120,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0112,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování rýže,Pěstování rýže,0112,nace-cz,0112,01120,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0112,http://www.w3.org/2004/02/skos/core#Concept,Pěstování rýže,Pěstování rýže,0112,nace-cz,0112,01120,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0112,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování rýže,Pěstování rýže,0112,nace-cz,0112,01120,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01120,http://www.w3.org/2004/02/skos/core#Concept,Pěstování rýže,Pěstování rýže,01120,nace-cz,,,,0112
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01120,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování rýže,Pěstování rýže,01120,nace-cz,,,,0112
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01120,http://www.w3.org/2004/02/skos/core#Concept,Pěstování rýže,Pěstování rýže,01120,nace-cz,,,,0112
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01120,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování rýže,Pěstování rýže,01120,nace-cz,,,,0112
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0113,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",0113,nace-cz,0113,01130,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0113,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",0113,nace-cz,0113,01130,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0113,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",0113,nace-cz,0113,01130,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0113,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",0113,nace-cz,0113,01130,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01130,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",01130,nace-cz,,,,0113
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01130,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",01130,nace-cz,,,,0113
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01130,http://www.w3.org/2004/02/skos/core#Concept,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",01130,nace-cz,,,,0113
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01130,https://w3id.org/stirdata/vocabulary/BusinessActivity,"Pěstování zeleniny a melounů, kořenů a hlíz","Pěstování zeleniny a melounů, kořenů a hlíz",01130,nace-cz,,,,0113
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0114,http://www.w3.org/2004/02/skos/core#Concept,Pěstování cukrové třtiny,Pěstování cukrové třtiny,0114,nace-cz,0114,01140,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0114,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování cukrové třtiny,Pěstování cukrové třtiny,0114,nace-cz,0114,01140,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0114,http://www.w3.org/2004/02/skos/core#Concept,Pěstování cukrové třtiny,Pěstování cukrové třtiny,0114,nace-cz,0114,01140,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0114,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování cukrové třtiny,Pěstování cukrové třtiny,0114,nace-cz,0114,01140,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01140,http://www.w3.org/2004/02/skos/core#Concept,Pěstování cukrové třtiny,Pěstování cukrové třtiny,01140,nace-cz,,,,0114
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01140,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování cukrové třtiny,Pěstování cukrové třtiny,01140,nace-cz,,,,0114
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01140,http://www.w3.org/2004/02/skos/core#Concept,Pěstování cukrové třtiny,Pěstování cukrové třtiny,01140,nace-cz,,,,0114
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01140,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování cukrové třtiny,Pěstování cukrové třtiny,01140,nace-cz,,,,0114
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0115,http://www.w3.org/2004/02/skos/core#Concept,Pěstování tabáku,Pěstování tabáku,0115,nace-cz,0115,01150,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0115,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování tabáku,Pěstování tabáku,0115,nace-cz,0115,01150,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0115,http://www.w3.org/2004/02/skos/core#Concept,Pěstování tabáku,Pěstování tabáku,0115,nace-cz,0115,01150,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/0115,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování tabáku,Pěstování tabáku,0115,nace-cz,0115,01150,,011
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01150,http://www.w3.org/2004/02/skos/core#Concept,Pěstování tabáku,Pěstování tabáku,01150,nace-cz,,,,0115
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01150,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování tabáku,Pěstování tabáku,01150,nace-cz,,,,0115
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01150,http://www.w3.org/2004/02/skos/core#Concept,Pěstování tabáku,Pěstování tabáku,01150,nace-cz,,,,0115
https://obchodní-rejstřík.stirdata.opendata.cz/zdroj/číselníky/nace-cz/položky/01150,https://w3id.org/stirdata/vocabulary/BusinessActivity,Pěstování tabáku,Pěstování tabáku,01150,nace-cz,,,,0115
