Subject,first,rest
https://blank_Nodes_IRI.org/2554,4.91982349E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1849,1.659774589538574E1,https://blank_Nodes_IRI.org/2555
https://blank_Nodes_IRI.org/2555,4.920538330078125E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1855,1.660471456508414E1,https://blank_Nodes_IRI.org/2556
https://blank_Nodes_IRI.org/2556,4.919709990450339E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1856,1.661369579999996E1,https://blank_Nodes_IRI.org/2557
https://blank_Nodes_IRI.org/2557,4.91959064E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1862,1.661250599999994E1,https://blank_Nodes_IRI.org/2558
https://blank_Nodes_IRI.org/2558,4.91956227E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1868,1.659474280463354E1,https://blank_Nodes_IRI.org/2559
https://blank_Nodes_IRI.org/2559,4.920405406326666E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1874,1.661104820000003E1,https://blank_Nodes_IRI.org/2560
https://blank_Nodes_IRI.org/2560,4.91982349E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1882,1.66082596E1,https://blank_Nodes_IRI.org/2561
https://blank_Nodes_IRI.org/2561,4.9201543E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1888,1.660942699999998E1,https://blank_Nodes_IRI.org/2562
https://blank_Nodes_IRI.org/2562,4.91921197E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1894,1.661369579999996E1,https://blank_Nodes_IRI.org/2564
https://blank_Nodes_IRI.org/2564,4.91959064E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1901,1.660416239999995E1,https://blank_Nodes_IRI.org/2565
https://blank_Nodes_IRI.org/2565,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1909,1.659474280463354E1,https://blank_Nodes_IRI.org/2566
https://blank_Nodes_IRI.org/2566,4.920405406326666E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1917,1.660416239999995E1,https://blank_Nodes_IRI.org/2567
https://blank_Nodes_IRI.org/2567,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1923,1.66082596E1,https://blank_Nodes_IRI.org/2568
https://blank_Nodes_IRI.org/2568,4.9201543E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1926,1.659253924338304E1,https://blank_Nodes_IRI.org/2571
https://blank_Nodes_IRI.org/2571,4.920410164688873E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1930,1.660416239999995E1,https://blank_Nodes_IRI.org/2572
https://blank_Nodes_IRI.org/2572,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1936,1.660848569999996E1,https://blank_Nodes_IRI.org/2573
https://blank_Nodes_IRI.org/2573,4.9197547E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1942,1.659278798963024E1,https://blank_Nodes_IRI.org/2574
https://blank_Nodes_IRI.org/2574,4.919927181642814E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1950,1.661250599999994E1,https://blank_Nodes_IRI.org/2575
https://blank_Nodes_IRI.org/2575,4.91956227E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1956,1.660306720785988E1,https://blank_Nodes_IRI.org/2576
https://blank_Nodes_IRI.org/2576,4.920052000592386E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1962,1.658886749682006E1,https://blank_Nodes_IRI.org/2577
https://blank_Nodes_IRI.org/2577,4.920956995479473E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1969,1.660416239999995E1,https://blank_Nodes_IRI.org/2578
https://blank_Nodes_IRI.org/2578,4.919624830000001E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1977,1.66082596E1,https://blank_Nodes_IRI.org/2579
https://blank_Nodes_IRI.org/2579,4.9201543E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
https://blank_Nodes_IRI.org/1983,1.6608123E1,https://blank_Nodes_IRI.org/2580
https://blank_Nodes_IRI.org/2580,4.9195051E1,http://www.w3.org/1999/02/22-rdf-syntax-ns#nil
