Subject,primaryGeographicalFeature
https://w3id.org/italia/env/ld/ihi/intervention/dpc@22_5866/xm,https://w3id.org/italia/env/ld/place/municipality/00201_034006
https://w3id.org/italia/env/ld/ihi/intervention/01ir114/g1,https://w3id.org/italia/env/ld/place/municipality/00201_006018
https://w3id.org/italia/env/ld/ihi/intervention/dait@23_1851/xm,https://w3id.org/italia/env/ld/place/municipality/00201_046010
https://w3id.org/italia/env/ld/ihi/intervention/281/99,https://w3id.org/italia/env/ld/place/municipality/00201_047020
