id;http://www.w3.org/1999/02/22-rdf-syntax-ns#type;http://www.w3.org/2004/02/skos/core#prefLabel
https://data.mvcr.gov.cz/zdroj/číselníky/typy-pracovních-vztahů;null;["Employment relation types"@en, "Typy pracovních vztahů"@cs]
