duration (ms);size of RDF file (MB);conversion method;tables;first normal form;number of created CSVs;name of the original RDF file;date_time;time in parsing; time in converting; time in metadata; time in file write; time in zipping;;;#HODNOTA!;
21843;null;basicQuery;one;true;1;test005.ttl;20250106_003232;1058;330;387;20060;8;;21843;0,918372018;
21593;null;basicQuery;one;true;1;test005.ttl;20250106_010012;827;331;381;20043;11;;21593;0,928217478;
21399;null;basicQuery;one;true;1;test005.ttl;20250106_010106;684;354;309;20046;6;;21399;0,936772746;
21457;null;basicQuery;one;true;1;test005.ttl;20250106_010133;705;370;332;20044;6;;21457;0,934147364;
13568912;1211.7833776474;splitQuery;more;true;5;soilc_2021.nt;20250106_093807;34300;13041833;18024;463099;11656;;13568912;0,034129413;
43682;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_121610;792;6989;10742;25083;76;;43682;0,574218213;
42570;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_121758;816;7049;9425;25202;78;;42570;0,592013155;
65399;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_130111;788;28708;10609;25220;74;;65399;0,385632808;
66307;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_130636;803;29919;10372;25139;74;;66307;0,379130409;
38430;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_130819;784;3003;9452;25118;73;;38430;0,653603955;
37854;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_131156;800;2668;9230;25081;75;;37854;0,662571987;
38572;19.256916999816895;splitQuery;more;true;4;posudky-r-n1-t1.nt;20250106_131348;784;2788;9664;25262;74;;38572;0,654931038;
21768;null;basicQuery;one;true;1;test005.ttl;20250107_010043;984;399;330;20048;7;;21768;0,920984932;
21363;null;basicQuery;one;true;1;test005.ttl;20250107_012059;628;331;350;20045;9;;21363;0,938304545;
21402;null;basicQuery;one;true;1;test005.ttl;20250107_012429;644;361;352;20038;7;;21402;0,936267639;
21540;null;basicQuery;one;true;1;test005.ttl;20250107_012700;828;312;362;20032;6;;21540;0,929990715;
21495;null;basicQuery;one;true;1;test005.ttl;20250107_012925;796;327;325;20039;8;;21495;0,932263317;
21419;null;basicQuery;one;true;1;test005.ttl;20250107_013105;680;329;359;20044;7;;21419;0,935804659;
21396;null;basicQuery;one;true;1;test005.ttl;20250107_013416;685;313;342;20045;11;;21396;0,936857357;
21343;null;basicQuery;one;true;1;test005.ttl;20250107_013629;635;325;333;20043;7;;21343;0,9390901;
56;1.0776519775390625E-4;streaming;one;false;1;streamingSample02.nt;20250107_042226;9;1;38;2;6;;56;0,035714286;
11639;0.004794120788574219;streaming;more;false;1;testingInput.nt;20250107_042342;6;1;11627;1;4;;11639;8,5918E-05;
59;1.0776519775390625E-4;streaming;one;false;1;streamingSample02.nt;20250107_050300;11;1;40;2;5;;59;0,033898305;
11290;0.004794120788574219;streaming;more;false;1;testingInput.nt;20250107_050515;9;1;11275;1;4;;11290;8,8574E-05;
91;1.0776519775390625E-4;streaming;one;false;1;streamingSample02.nt;20250107_053926;17;4;59;4;7;;91;0,043956044;
11147;0.004794120788574219;streaming;more;false;1;testingInput.nt;20250107_054148;8;2;11131;2;4;;11147;0,00017942;
1924029;1211.7833776474;splitQuery;more;true;3;soilc_2021.nt;20250107_074023;33325;1365144;51416;462131;12013;;1924029;0,240189207;
1832288;1211.7833776474;splitQuery;more;true;3;soilc_2021.nt;20250107_092521;31680;1275380;49045;464222;11961;;1832288;0,253356459;
21043;0,247744140625E;splitQuery;more;true;1;streamingSample04.nt;20250107_174012;272;281;462;20020;8;;21043;0,951385259;245,76
27144;0.004794120788574219;splitQuery;more;true;2;typy-pracovních-vztahů.nt;20250107_174425;305;406;6370;20054;9;;27144;0,738800472;
3931878;19.256916999816895;streaming;one;false;1;posudky-s-n0-t0.nt;20250107_185550;94;3;3931633;2;146;;3931878;5,08663E-07;
1547310;630.885142326355;splitQuery;more;true;13;soilc_2021_half.nt;20250107_212749;21576;840598;38059;638207;8870;;1547310;0,412462273;#HODNOTA!
2081372,1211.7833776474,splitQuery,more,true,3,soilc_2021.nt,20250108_032507,37206,1418811,48354,564476,12525
2016355,1211.7833776474,splitQuery,more,true,3,soilc_2021.nt,20250108_052153,34663,1346518,52192,570575,12407
2589860,19.256916999816895,bigfilestreaming,more,true,1,posudky-s-n1-t1.nt,20250108_070720,145,3,1233241,1356410,61
25441,0.0077304840087890625,splitQuery,more,true,2,dny-v-týdnu.nq,20250108_112410,294,314,4775,20046,12
293,null,streaming,more,true,1,pohlaví-r-n0-t00.nt,20250108_151125,52,2,217,2,20,8192 MB heap space
380,null,bigfilestreaming,more,true,1,pohlaví-r-n0-t00.nt,20250108_153430,83,1,277,9,10,8192 MB heap space
959578,0.40749454498291016,bigfilestreaming,more,true,1,dissesto_2k_triples.nt,20250108_175913,78,2,950520,8955,23
